Sample,GRF_real,GRF_predito,Resíduo
1,0,10.05504,-10.05504
2,417.490927483535,234.959,182.532
3,446.993406326322,525.763,-78.76959
4,410.489335853313,534.4308,-123.9415
5,383.332794668757,480.1592,-96.82645
6,368.788536954038,462.195,-93.40644
7,380.202635276648,457.6093,-77.40665
8,472.487253049396,507.9805,-35.49322
9,148.660127369314,514.9147,-366.2546
10,0,6.347246,-6.347246
11,0,7.182878,-7.182878
12,0,8.714312,-8.714312
13,0,7.463762,-7.463762
14,46.7307215877203,11.51064,35.22009
15,202.319063795813,13.97838,188.3407
16,438.517326123843,418.9137,19.60366
17,435.900327165299,594.936,-159.0356
18,391.085424134719,517.7335,-126.6481
19,528.170931034193,459.5119,68.65906
20,507.542948905853,530.2848,-22.74184
21,24.483741008029,262.2259,-237.7421
22,11.1272725974976,78.42632,-67.29904
23,1.97677795743857,-3.746809,5.723587
24,0,-7.560255,7.560255
25,0,0.569109,-0.569109
26,1.53090518520378,4.949999,-3.419094
27,0,7.314653,-7.314653
28,0,6.390795,-6.390795
29,293.105464273835,17.14742,275.958
30,349.923688821598,76.4382,273.4855
31,437.592616944585,583.9659,-146.3733
32,417.948893819512,466.2465,-48.29757
33,500.269521368075,444.3597,55.90984
34,507.848113837677,439.093,68.7551
35,514.352481945342,516.8949,-2.542416
36,50.1614564449138,324.702,-274.5405
37,0,53.17553,-53.17553
38,1.31663741977275,-13.05095,14.36758
39,0,-7.845442,7.845442
40,0,5.845354,-5.845354
41,0,7.088243,-7.088243
42,0,6.835619,-6.835619
43,0,8.169573,-8.169573
44,397.281632558158,469.2165,-71.93483
45,398.940759451638,459.306,-60.36527
46,470.194503405229,497.8125,-27.61803
47,489.721725066039,490.2079,-0.4862217
48,81.9187498259899,492.9955,-411.0767
49,0,-10.99873,10.99873
50,0,8.368395,-8.368395
51,384.512927684934,242.9821,141.5308
52,386.83828426059,484.4206,-97.58228
53,434.061970678603,469.8217,-35.75975
54,476.570541012116,451.4642,25.10637
55,364.552955545162,564.0525,-199.4995
56,0,-4.486097,4.486097
57,0,4.227526,-4.227526
58,0,5.05504,-5.05504
59,0,5.981951,-5.981951
60,0,5.968187,-5.968187
61,0,10.20961,-10.20961
62,382.533151447455,230.9815,151.5517
63,434.283735194255,488.9346,-54.65084
64,376.400419117067,458.2459,-81.84549
65,368.556376893274,463.2402,-94.68386
66,395.224408292886,468.3414,-73.11699
