Sample,GRF_real,GRF_predito,Resíduo
1,0,64.58867,-64.58867
2,408.736914534457,134.0443,274.6926
3,444.868059195929,366.8862,77.98186
4,446.993406326322,419.9413,27.05215
5,423.87204111741,428.2463,-4.374236
6,380.202635276648,461.3847,-81.1821
7,433.060554016598,540.1207,-107.0602
8,452.407160422302,524.2836,-71.87641
9,148.660127369314,506.6803,-358.0202
10,8.27533799648165,320.6615,-312.3862
11,0,64.33934,-64.33934
12,0,60.00228,-60.00228
13,0,61.08168,-61.08168
14,0,53.96041,-53.96041
15,311.565074634064,101.2531,210.312
16,398.052786050498,452.6052,-54.55238
17,528.170931034193,500.0424,28.12848
18,1.97677795743857,77.77905,-75.80228
19,0,70.2002,-70.2002
20,0,63.90409,-63.90409
21,0,59.14875,-59.14875
22,0,53.71279,-53.71279
23,21.3629991748494,16.17555,5.187445
24,293.105464273835,91.13411,201.9714
25,349.923688821598,94.93741,254.9863
26,451.319796913333,429.1424,22.17737
27,449.922338730559,382.0882,67.83411
28,448.481725150919,378.0919,70.38987
29,437.592616944585,415.8607,21.7319
30,429.425344726782,437.2296,-7.804208
31,448.277630896829,482.9483,-34.67064
32,501.53409749821,548.1646,-46.63052
33,395.380563055883,526.949,-131.5685
34,325.211356987033,500.251,-175.0397
35,9.66606549202629,276.5244,-266.8584
36,0,127.1554,-127.1554
37,8.5265128291212e-13,75.52602,-75.52602
38,0,71.04042,-71.04042
39,0,64.17209,-64.17209
40,0,62.65372,-62.65372
41,0,60.98078,-60.98078
42,0,49.5414,-49.5414
43,323.587065068844,101.2602,222.3269
44,380.241453232084,169.9402,210.3013
45,458.860102205593,357.8859,100.9742
46,419.863361011329,385.075,34.78841
47,398.940759451638,394.8076,4.133173
48,190.101782971901,444.1087,-254.0069
49,136.159465046916,439.3803,-303.2208
50,4.89909220833499,192.0404,-187.1413
51,0,66.69743,-66.69743
52,0,26.35585,-26.35585
53,91.9051436695607,26.57421,65.33094
54,384.512927684934,151.473,233.0399
55,452.01360175391,394.38,57.63363
56,386.83828426059,372.6983,14.13995
57,397.236213184725,453.5436,-56.3074
58,447.840060956987,504.1451,-56.30505
59,286.240306471523,390.3246,-104.0843
60,0,67.0043,-67.0043
61,0,67.3326,-67.3326
62,0,67.50848,-67.50848
63,0,67.99905,-67.99905
64,0,67.23906,-67.23906
65,0,63.51174,-63.51174
66,133.695329952882,85.93669,47.75864
67,424.463254029786,365.8511,58.61212
68,449.682271872189,350.9878,98.69451
69,402.531995629275,384.0257,18.50633
70,378.001092148787,421.3619,-43.36082
71,412.830971468043,501.5507,-88.71972
72,423.439928317258,537.6204,-114.1804
73,479.312229423997,560.0673,-80.75509
74,423.352791455003,496.7862,-73.43337
75,292.328819329617,534.023,-241.6942
76,0,68.09001,-68.09001
77,0,60.21029,-60.21029
78,0,54.48696,-54.48696
79,322.393979456767,83.15311,239.2409
80,361.486259388433,97.46364,264.0226
81,386.612996316492,233.1397,153.4733
82,425.841225745266,451.9355,-26.09429
83,458.716506267608,490.3806,-31.66414
84,478.267614350402,482.2375,-3.969934
85,493.348173173345,489.7748,3.573332
86,403.451114182994,464.2707,-60.81955
87,88.4600878283344,424.5128,-336.0527
88,0,82.06898,-82.06898
89,0,83.82896,-83.82896
90,0,56.21134,-56.21134
91,1.27914137899768,119.6438,-118.3647
92,348.734625779552,191.3435,157.3912
93,412.325006078526,318.8829,93.4421
94,441.893131219446,325.8132,116.08
95,478.417652777177,426.7546,51.66301
96,474.664100685945,429.8512,44.81293
97,449.146683730701,479.8869,-30.74019
98,457.000599793893,493.256,-36.25535
99,486.491600788364,515.9482,-29.45664
100,502.643137169086,614.7264,-112.0832
101,167.615344250168,194.9873,-27.37194
102,38.2092593338936,86.56639,-48.35713
103,5,39.58269,-34.58269
104,8.34078882608884,26.32466,-17.98388
105,4.26056328471986,27.11772,-22.85716
106,1.68385570150446,38.84282,-37.15897
107,2.53282135531737,39.73207,-37.19925
108,3.4828525435795,145.7509,-142.2681
109,178.550073603278,169.1148,9.435236
110,385.700595360991,283.5243,102.1763
111,461.732785704433,454.903,6.829771
112,420.008182836408,463.1379,-43.1297
113,428.937675667084,474.0112,-45.07355
114,455.538790324856,429.205,26.3338
115,508.481707048122,486.5931,21.8886
116,203.641101411992,338.3734,-134.7323
117,24.6867946878489,90.93475,-66.24796
118,7.28931565493747,56.11806,-48.82875
119,4.89386069257353,33.56893,-28.67507
120,0,29.92937,-29.92937
121,0,35.43029,-35.43029
122,409.8292800828,430.0163,-20.18702
123,413.821739938006,418.7346,-4.91291
124,425.022837619183,451.5641,-26.54131
125,421.540388671368,446.8182,-25.27785
126,461.71529467243,408.6826,53.03265
127,475.355521414102,409.1014,66.25408
128,376.136126563076,485.0569,-108.9208
129,11.5150547401003,62.15483,-50.63978
130,0.418374089373856,34.37584,-33.95747
131,0,37.18105,-37.18105
132,0,36.88451,-36.88451
133,3.39008364339065,67.58347,-64.19338
134,368.080259700584,282.399,85.68127
135,466.057703886703,335.0209,131.0368
136,421.916700016122,362.5654,59.35133
137,481.262080570986,400.0977,81.16436
138,322.860738692836,417.067,-94.20628
139,18.2410477590274,86.39841,-68.15736
140,1.99999999999591,29.00267,-27.00267
141,5,33.91658,-28.91658
142,0.721818333317742,25.85301,-25.1312
143,0,21.4034,-21.4034
144,0.288826468499849,31.62731,-31.33848
145,5,86.60811,-81.60811
146,391.225255744282,320.8495,70.37574
147,446.253926092805,468.8481,-22.59419
148,431.778421065958,460.9229,-29.14443
149,433.621985404456,486.4732,-52.85119
150,180.595472682774,268.6723,-88.0768
151,0,30.61766,-30.61766
152,0.0318929715255649,29.32756,-29.29567
153,23.8079297388333,134.7404,-110.9325
154,459.69144889125,353.2122,106.4792
155,465.333632121662,372.1514,93.18221
156,462.064658312394,386.0953,75.96938
157,469.765352426936,404.2481,65.51721
158,486.295562419323,390.7756,95.51996
159,5,21.57677,-16.57677
160,5,10.30983,-5.309832
161,4.8131037653406,13.30379,-8.490685
162,4.99894038457137,13.18846,-8.189523
163,29.6780416438389,117.6048,-87.92671
164,221.336387093674,165,56.33634
165,342.176094722564,217.8931,124.283
166,359.402266855572,286.8364,72.56587
167,466.004129283415,313.2405,152.7637
168,418.10239249837,399.4081,18.69431
169,410.973595756499,411.9762,-1.00257
170,489.132883250101,435.9864,53.14647
171,148.781968594816,147.0202,1.76172
172,10.3309227790518,59.01053,-48.67961
173,0,-14.23765,14.23765
174,2,37.44463,-35.44463
175,339.071800980099,234.0796,104.9922
176,451.618865605221,336.3024,115.3165
177,482.443640662243,381.876,100.5676
178,442.193713603989,403.6825,38.51122
179,411.643208148315,439.5147,-27.87147
180,458.119016602691,465.5737,-7.454653
181,436.518567495914,419.9104,16.60817
182,435.9258463713,428.136,7.789891
183,474.415649145728,314.7268,159.6888
184,449.066491883336,292.0226,157.0439
185,0,82.56161,-82.56161
186,0,70.93842,-70.93842
187,0,83.05331,-83.05331
188,449.620838381286,340.0868,109.534
189,444.187895484425,350.1055,94.0824
190,418.079903478844,355.5656,62.51432
191,460.267762002453,342.821,117.4467
192,490.09793897185,323.4802,166.6178
193,470.563340980763,410.9827,59.58064
194,88.5939389636038,369.1274,-280.5335
195,23.84472935881,284.9828,-261.1381
196,0,85.62914,-85.62914
197,0,85.50607,-85.50607
198,0,95.97038,-95.97038
199,0,101.6357,-101.6357
200,2.08006561420802,106.066,-103.9859
201,153.62167038132,113.5099,40.11172
202,427.947470931763,265.647,162.3004
203,464.23803966922,393.5125,70.72549
204,411.803233723875,358.6438,53.1594
205,0,65.72899,-65.72899
206,0,66.19363,-66.19363
207,0,65.98463,-65.98463
208,0,68.73189,-68.73189
209,0,72.24062,-72.24062
210,250.288149991174,112.475,137.8131
211,438.295915115152,313.0623,125.2337
212,464.321807849301,398.2016,66.12024
213,511.406338938928,410.2824,101.124
214,154.705938179264,538.7396,-384.0336
215,0,60.03502,-60.03502
216,0,54.27483,-54.27483
217,0,59.38056,-59.38056
218,0,59.77124,-59.77124
219,371.262425351909,183.3228,187.9396
220,444.529603811536,309.4671,135.0625
221,446.71635581104,352.291,94.4254
222,460.173484016641,323.6999,136.4736
223,478.037007194841,440.4843,37.55272
224,154.017917138027,479.8164,-325.7985
225,2,87.86549,-85.86549
226,469.642521197235,390.6537,78.98878
227,441.059782695138,382.9034,58.15643
228,446.993978794791,345.4579,101.536
229,455.2976815082,367.8413,87.45641
230,479,391.0722,87.92776
231,519.08324638874,420.9516,98.13168
232,516,444.3768,71.62323
233,517.153050890121,448.8374,68.31568
234,45.3790344910907,461.8203,-416.4413
235,8.49382124016046,162.9966,-154.5027
236,0,82.48792,-82.48792
237,0,78.20526,-78.20526
238,0,68.12366,-68.12366
239,0,71.30878,-71.30878
240,0,63.35314,-63.35314
241,0,70.38489,-70.38489
242,442.003180420938,293.3601,148.643
243,462.42694519677,363.8839,98.54307
244,449.938298846377,395.7238,54.21451
245,427.464508959667,345.0244,82.44006
246,505.387722970637,404.3992,100.9886
247,459.940075187684,445.9407,13.9994
248,463.116520969689,462.2203,0.8962451
249,414.285185811317,444.5288,-30.24365
250,338.042158407544,492.2823,-154.2402
251,386.715546738538,194.5595,192.1561
252,411.420288630947,242.7997,168.6205
253,431.473683881213,393.0747,38.39898
