Fold,RMSE,rRMSE,R2
1,104.53685760498,7.57025115180665,0.857563376426697
2,105.144554138184,6.8215491011842,0.856823086738586
3,104.894996643066,6.74402235225988,0.859004318714142
4,103.928749084473,7.15703665712572,0.861209273338318
5,106.865196228027,7.12473757561824,0.852329552173615
