Fold,RMSE,rRMSE,R2
1,152.375885009766,9.88581472383683,0.701793670654297
2,157.0185546875,11.4973297240009,0.683600246906281
3,145.830505371094,10.2403209521342,0.7218337059021
4,151.582305908203,9.74569323578495,0.70582902431488
5,153.445266723633,11.1120540043717,0.693425476551056
