Sample,GRF_real,GRF_predito,Resíduo
1,0,35.51366,-35.51366
2,0,12.75929,-12.75929
3,408.736914534457,225.983,182.7539
4,447.200968459215,428.7198,18.48121
5,359.469006758432,431.5335,-72.0645
6,405.810280114121,438.8245,-33.01421
7,405.003981921858,466.6714,-61.66747
8,433.060554016598,480.8695,-47.80892
9,475.243812024069,584.0814,-108.8375
10,379.824143165063,627.7065,-247.8823
11,0,21.69579,-21.69579
12,0,17.39778,-17.39778
13,0,15.89824,-15.89824
14,0,13.20973,-13.20973
15,423.799623086227,305.1601,118.6395
16,398.052786050498,406.2488,-8.196054
17,394.521393405657,416.9998,-22.47839
18,449.264630803594,466.1815,-16.91689
19,529.042045206324,531.0394,-1.997383
20,507.542948905853,585.7321,-78.18911
21,371.858157587243,391.1789,-19.32077
22,11.1272725974976,86.00066,-74.87338
23,0,20.87837,-20.87837
24,0,5.561815,-5.561815
25,0,4.460405,-4.460405
26,0,16.09029,-16.09029
27,0,32.44484,-32.44484
28,170.364973222177,26.53615,143.8288
29,349.923688821598,96.4738,253.4499
30,366.306246005505,224.9547,141.3516
31,437.609551381258,423.8907,13.71883
32,422.296516301276,457.1357,-34.83913
33,421.307451644918,440.825,-19.51756
34,417.948893819512,431.8438,-13.89489
35,437.717506727665,435.6912,2.026284
36,514.352481945342,611.5115,-97.15905
37,395.380563055883,581.4321,-186.0516
38,325.211356987033,387.4627,-62.25132
39,50.1614564449138,295.2844,-245.1229
40,0.0662782602286143,26.53859,-26.47231
41,1.94873700534572,19.65462,-17.70588
42,8.5265128291212e-13,15.68343,-15.68343
43,0,21.68984,-21.68984
44,0,30.75148,-30.75148
45,0,17.94444,-17.94444
46,470.194503405229,469.2729,0.9216458
47,495.141173110422,495.8654,-0.7242138
48,443.758638734471,604.4948,-160.7362
49,190.101782971901,575.5863,-385.4845
50,0.184417154162873,16.71102,-16.5266
51,0,4.564775,-4.564775
52,0,16.68089,-16.68089
53,452.01360175391,427.0794,24.93423
54,417.683415020879,439.9211,-22.23773
55,376.018492946785,448.6743,-72.65585
56,398.351655509249,442.3764,-44.02475
57,479.554828439672,589.4228,-109.868
58,475.650089604564,621.1445,-145.4944
59,8.89086878006691,207.708,-198.8172
60,0,23.57262,-23.57262
61,0,17.74965,-17.74965
62,0,4.05858,-4.05858
63,0,12.87441,-12.87441
64,0,16.23744,-16.23744
65,0,24.09297,-24.09297
66,0,14.48476,-14.48476
67,408.597074119407,346.7215,61.87555
68,424.463254029786,381.1945,43.2687
69,434.283735194255,408.9213,25.36247
70,422.590137478867,441.0912,-18.50105
71,412.830971468043,433.54,-20.70904
72,423.439928317258,454.7821,-31.34218
73,426.565357882451,476.6339,-50.06852
74,456.441032461084,521.158,-64.71693
75,458.229746833452,591.5555,-133.3258
76,0,9.939196,-9.939196
77,0,6.699144,-6.699144
78,0,3.974138,-3.974138
79,0,3.752489,-3.752489
80,0,28.55348,-28.55348
81,0,15.02831,-15.02831
82,217.501239716644,25.42247,192.0788
83,376.769664197858,202.924,173.8456
84,414.502527356142,429.879,-15.3765
85,458.716506267608,501.4324,-42.71587
86,493.348173173345,536.8,-43.45181
87,495.971910890392,565.0555,-69.08357
88,489.854572736539,597.5825,-107.7279
89,200.823100639068,578.3743,-377.5512
90,149.451054375926,566.9905,-417.5395
91,0,6.344988,-6.344988
92,0,6.25432,-6.25432
93,0,13.72258,-13.72258
94,0,38.09096,-38.09096
95,441.893131219446,390.882,51.01117
96,489.54197323699,410.1025,79.43944
97,457.000599793893,500.9465,-43.94593
98,460.965940363001,520.7985,-59.83252
99,452.076351444297,533.2168,-81.14044
100,502.917372353017,595.6529,-92.73552
101,424.711506155499,643.053,-218.3415
102,317.43394031019,504.2759,-186.842
103,2,9.267962,-7.267962
104,404.12679683554,323.064,81.06277
105,461.732785704433,481.1872,-19.45441
106,427.820679129228,476.6824,-48.86172
107,420.008182836408,475.5593,-55.55111
108,508.481707048122,540.5027,-32.02098
109,487.604089729656,560.9106,-73.30656
110,445.30524969345,501.1795,-55.87426
111,5,14.36,-9.360003
112,4.99999999992286,9.05858,-4.05858
113,0.271140774322134,14.97386,-14.70272
114,1.4452221655003,39.7697,-38.32448
115,413.821739938006,445.9341,-32.11231
116,435.519196506924,476.0335,-40.51431
117,461.71529467243,500.0199,-38.3046
