Sample,GRF_real,GRF_predito,Resíduo
1,444.868059195929,457.943,-13.07496
2,446.993406326322,537.8742,-90.8808
3,423.87204111741,483.7303,-59.85822
4,410.489335853313,463.5809,-53.09154
5,399.312159363642,452.4315,-53.11936
6,368.788536954038,467.5643,-98.77576
7,380.202635276648,489.9751,-109.7725
8,452.407160422302,557.1444,-104.7373
9,444.358020038216,669.0046,-224.6466
10,426.352999672604,679.2247,-252.8717
11,148.660127369314,539.2172,-390.5571
12,78.7797586685243,411.1353,-332.3556
13,18.7770763381899,276.7651,-257.988
14,1.59526072567451,110.3373,-108.742
15,0,40.27571,-40.27571
16,0.15557413119592,-7.219465,7.37504
17,0,-1.907209,1.907209
18,441.961427549116,492.0351,-50.07367
19,406.377668735817,421.4486,-15.07091
20,396.224957948794,420.1523,-23.92739
21,401.961581581186,504.4134,-102.4518
22,484.664514927632,613.2738,-128.6093
23,285.742922408855,468.0601,-182.3171
24,143.948344167072,323.0867,-179.1383
25,83.2228569001013,246.8881,-163.6652
26,24.483741008029,191.8167,-167.333
27,0,-3.499525,3.499525
28,449.922338730559,518.8683,-68.94595
29,512.719952155076,663.8556,-151.1356
30,1.31663741977275,-0.3115062,1.628144
31,0,-0.6978893,0.6978893
32,0,-2.329206,2.329206
33,0,-4.912001,4.912001
34,0,0.8321705,-0.8321705
35,0,11.27486,-11.27486
36,0,12.52184,-12.52184
37,0.141317500931052,19.0934,-18.95208
38,453.922833328878,480.6478,-26.72496
39,452.700592168624,485.2647,-32.56412
40,397.281632558158,453.4509,-56.16927
41,4.89909220833499,134.8762,-129.9771
42,1.80690525541905,48.25795,-46.45105
43,0,4.54323,-4.54323
44,378.371899493619,148.3255,230.0464
45,384.512927684934,275.945,108.5679
46,425.790499878999,446.3517,-20.56118
47,386.83828426059,435.5956,-48.75736
48,381.929267459518,480.0629,-98.13363
49,381.539131174859,498.083,-116.5438
50,397.236213184725,514.5994,-117.3632
51,434.061970678603,512.4708,-78.40885
52,476.570541012116,481.7789,-5.20839
53,467.984072000122,482.4687,-14.48459
54,286.240306471523,360.3189,-74.07864
55,205.373453254071,454.282,-248.9086
56,0,-5.240889,5.240889
57,0,-7.703108,7.703108
58,0,16.22688,-16.22688
59,0,18.89302,-18.89302
60,291.184394566573,49.90978,241.2746
61,376.400419117067,425.4972,-49.09674
62,368.556376893274,436.4711,-67.9147
63,423.352791455003,627.4427,-204.09
64,8.94233642859774,59.04732,-50.10498
65,0,18.80818,-18.80818
66,0,-5.186262,5.186262
67,0,-4.684553,4.684553
68,0,-2.810194,2.810194
69,9.81685843726154e-11,18.54137,-18.54137
70,464.506189559484,513.4726,-48.9664
71,421.769374983704,456.6961,-34.92676
72,403.451114182994,559.3862,-155.9351
73,340.479713018269,511.4241,-170.9444
74,262.78046465866,501.2126,-238.4321
75,9.96229158437944,290.3392,-280.3769
76,0,36.45794,-36.45794
77,0,-4.69676,4.69676
78,0,-6.109663,6.109663
79,2,28.47392,-26.47392
80,0,121.5713,-121.5713
81,0,91.18756,-91.18756
82,0,62.06176,-62.06176
83,223.873170238753,105.3605,118.5127
84,412.325006078526,417.321,-4.995947
85,435.006381096361,484.612,-49.60562
86,460.606891186335,587.3613,-126.7544
87,467.781172531921,637.4941,-169.7129
88,441.146693637715,643.0193,-201.8727
89,459.713792551105,676.437,-216.7232
90,509.739915079661,674.8823,-165.1423
91,503.552880187947,824.2396,-320.6867
92,446.667354504787,602.7317,-156.0643
93,167.615344250168,259.813,-92.19762
